year,week,rank,team,record,scraped_at
2023,Week 12,14,LSU,8-3,2025-08-09T09:41:12.068728
2023,Week 12,15,Arizona,8-3,2025-08-09T09:41:12.068805
2023,Week 12,16,Oregon State,8-3,2025-08-09T09:41:12.068881
2023,Week 12,17,Iowa,9-2,2025-08-09T09:41:12.068997
2023,Week 12,18,Notre Dame,8-3,2025-08-09T09:41:12.069093
2023,Week 12,19,Kansas State,8-3,2025-08-09T09:41:12.069367
2023,Week 12,20,Oklahoma State,8-3,2025-08-09T09:41:12.069458
2023,Week 12,21,Tennessee,7-4,2025-08-09T09:41:12.069540
2023,Week 12,22,NC State,8-3,2025-08-09T09:41:12.069619
2023,Week 12,23,Tulane,10-1,2025-08-09T09:41:12.069698
2023,Week 12,24,Clemson,7-4,2025-08-09T09:41:12.069775
2023,Week 12,25,Liberty,11-0,2025-08-09T09:41:12.069852
2023,Week 11,1,Georgia,10-0,2025-08-09T09:41:22.385114
2023,Week 11,2,Ohio State,10-0,2025-08-09T09:41:22.385204
2023,Week 11,3,Michigan,10-0,2025-08-09T09:41:22.385284
2023,Week 11,4,Florida State,10-0,2025-08-09T09:41:22.385361
2023,Week 11,5,Washington,10-0,2025-08-09T09:41:22.385437
2023,Week 11,6,Oregon,9-1,2025-08-09T09:41:22.385514
2023,Week 11,7,Texas,9-1,2025-08-09T09:41:22.385592
2023,Week 11,8,Alabama,9-1,2025-08-09T09:41:22.385668
2023,Week 11,9,Missouri,8-2,2025-08-09T09:41:22.385834
2023,Week 11,10,Louisville,9-1,2025-08-09T09:41:22.385944
2023,Week 11,11,Oregon State,8-2,2025-08-09T09:41:22.386088
2023,Week 11,12,Penn State,8-2,2025-08-09T09:41:22.386179
2023,Week 11,13,Mississippi,8-2,2025-08-09T09:41:22.386256
2023,Week 11,14,Oklahoma,8-2,2025-08-09T09:41:22.386333
2023,Week 11,15,LSU,7-3,2025-08-09T09:41:22.386410
2023,Week 11,16,Iowa,8-2,2025-08-09T09:41:22.386486
2023,Week 11,17,Arizona,7-3,2025-08-09T09:41:22.386562
2023,Week 11,18,Tennessee,7-3,2025-08-09T09:41:22.386637
2023,Week 11,19,Notre Dame,7-3,2025-08-09T09:41:22.386714
2023,Week 11,20,North Carolina,8-2,2025-08-09T09:41:22.386791
2023,Week 11,21,Kansas State,7-3,2025-08-09T09:41:22.386867
2023,Week 11,22,Utah,7-3,2025-08-09T09:41:22.386944
2023,Week 11,23,Oklahoma State,7-3,2025-08-09T09:41:22.387020
2023,Week 11,24,Tulane,9-1,2025-08-09T09:41:22.387097
2023,Week 11,25,Kansas,7-3,2025-08-09T09:41:22.387206
2023,Week 10,1,Ohio State,9-0,2025-08-09T09:41:32.669435
2023,Week 10,2,Georgia,9-0,2025-08-09T09:41:32.669520
2023,Week 10,3,Michigan,9-0,2025-08-09T09:41:32.669595
2023,Week 10,4,Florida State,9-0,2025-08-09T09:41:32.669669
2023,Week 10,5,Washington,9-0,2025-08-09T09:41:32.669742
2023,Week 10,6,Oregon,8-1,2025-08-09T09:41:32.669815
2023,Week 10,7,Texas,8-1,2025-08-09T09:41:32.669889
2023,Week 10,8,Alabama,8-1,2025-08-09T09:41:32.669961
2023,Week 10,9,Mississippi,8-1,2025-08-09T09:41:32.670034
2023,Week 10,10,Penn State,8-1,2025-08-09T09:41:32.670106
2023,Week 10,11,Louisville,8-1,2025-08-09T09:41:32.670178
2023,Week 10,12,Oregon State,7-2,2025-08-09T09:41:32.670250
2023,Week 10,13,Tennessee,7-2,2025-08-09T09:41:32.670322
2023,Week 10,14,Missouri,7-2,2025-08-09T09:41:32.670394
2023,Week 10,15,Oklahoma State,7-2,2025-08-09T09:41:32.670467
2023,Week 10,16,Kansas,7-2,2025-08-09T09:41:32.670539
2023,Week 10,17,Oklahoma,7-2,2025-08-09T09:41:32.670612
2023,Week 10,18,Utah,7-2,2025-08-09T09:41:32.670684
2023,Week 10,19,LSU,6-3,2025-08-09T09:41:32.670756
2023,Week 10,20,Notre Dame,7-3,2025-08-09T09:41:32.670828
2023,Week 10,21,Arizona,6-3,2025-08-09T09:41:32.670899
2023,Week 10,22,Iowa,7-2,2025-08-09T09:41:32.670971
2023,Week 10,23,Tulane,8-1,2025-08-09T09:41:32.671043
2023,Week 10,24,North Carolina,7-2,2025-08-09T09:41:32.671115
2023,Week 10,25,Kansas State,6-3,2025-08-09T09:41:32.671186
